Row,Name,Region,Scientific Name,Sun Exposure,Rating,Description,Color,Blooming Period,Fruit Characteristics,Height,Width,Heat Tolerance,Water Requirements,Soil Requirements,Pest Tolerance,Fertility Requirements,Image,Type,Size,Lilypad
2855,Siberian Elm,6,Ulmus pumila,['sun'],0,"Siberian Elm is a medium to large size deciduous tree. It is much maligned for its poor growth form, susceptibility to cotton root rot, wet wood and general tendency to be short-lived. It is perhaps the toughest of the elms in adverse conditions and is one of the few trees suitable for planting in some regions of the Great Plains. It's use should be reserved for situations where better trees are not adapted.","{'green', 'brown'}","{'spring', 'winter'}",TRUE,"[30, 50]","[30, 50]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/ulmuspum.jpg,['tree'],"['medium', 'large']",0.10787671
2856,Firecracker or Spicy Jatropha,6,Jatropha integerrima,"['sun', 'partial sun']",0,Spicy Jatropha is a large multiple stemmed tropical shrub or small tree with dark glossy green lobed leaves and clusters of lipstick red to pink flowers held above the foliage. Flowering occurs throughout the summer and this species is very drought tolerant. Spicy Jatropha is an outstanding tropical annual for use in full sun to partly shady locations.,"{'red', 'pink'}","{'fall', 'spring', 'summer'}",TRUE,"[6, 10]","[6, 10]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/jatrophaintegerrima3.jpg,"['shrub', 'tree', 'annual', 'tropical']","['small', 'medium', 'large']",0.13013699
2857,Aleppo Pine,6,Pinus halepensis,['sun'],0,Aleppo Pine is a medium to large coniferous tree that is generally similar in appearance and usage to Pinus eldarica (Afghan Pine). Probably one of the best pines for use in USDA zone 8 and warmer portions of the southwestern USA deserts.,set(),"{'spring', 'winter'}",TRUE,"[30, 50]","[15, 25]",1,1,1,1,1,None,['tree'],"['medium', 'large']",0.10787671
2858,Plumeria,6,Plumeria rubra,['sun'],0,Plumeria is a small to medium size tropical tree with a rounded crown of thick clubby stems. The coarse textured foliage and form contrast with the large showy terminal panicles of sweetly scented flowers. The flowers are the primary asset and this species is sometimes grown as a summer annual or container plant for the flowers. Trees tend to be rather open and gangly as young trees.,"{'red', 'white', 'pink', 'yellow'}","{'fall', 'spring', 'summer'}",TRUE,"[4, 40]","[4, 40]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/plumeriasp.jpg,"['shrub', 'tree', 'annual', 'tropical']","['small', 'medium', 'large']",0.13013699
2859,Variegated Shell Ginger,6,Alpinia zerumbet 'Variegata',"['sun', 'partial sun', 'shade']",0,"Variegated Shell Ginger is a tropical/subtropical herb that is a relative of the bananas (Musaceae)and cannas (Cannaceae) which forms a coarse-textured evergreen shrub. Plants look much like a strongly variegated canna. The large leaves are variegated with yellow-green to yellow wedges or stripes. Flowers the pearly white to pink shell-like flowers are formed only where plants do not dieback in winter. This species can provide a strong tropical accent and color to shaded locations. Used as a woody shrub in zones 9b to 11, herbaceous perennial in 8b to 9a, and as a summer annual in colder regions.","{'white', 'pink'}","{'spring', 'summer'}",TRUE,"[3, 8]","[3, 8]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/alpiniazerumbetvariegata2.jpg,"['perennial', 'shrub', 'annual', 'tropical']","['small', 'medium', 'large']",0.1130137
2860,Chinese Privet,6,Ligustrum sinense,"['sun', 'partial sun', 'shade']",0,"The Chinese Privet, sometimes referred to as the Common Privet, is a semi-evergreen shrub in much of Texas. Ligustrum sinense has small ovate leaves that are margined in white or cream on the popular cultivar L. sinense 'Variegatum'. While the shrub is very tough it has limited ornamental appeal. Chinese Privet should probably be reserved for hedging or screening on difficult sites. The small white flowers panicles are mildly interesting.",{'white'},{'spring'},FALSE,"[4, 12]","[6, 10]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/ligustrumsinen2.jpg,['shrub'],"['small', 'medium', 'large']",0.09589041
2861,Chinese Pistachio,6,Pistacia chinensis,"['sun', 'partial sun']",0,"Chinese Pistachio is a medium size deciduous shade tree with a stout trunk and rounded spreading crown when open-grown. Crowns are narrower and more upright in competition. The dark green foliage is seldom predated and turns an excellent yellow, orange, red, to maroon color in the fall. It is one of our most reliable fall color trees for much of Texas. Trees are tolerant of heat, drought, and salt exposure.",{'green'},{'spring'},TRUE,"[30, 40]","[30, 50]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/pistaciachinensis8.jpg,['tree'],['medium'],0.08561644
2862,Japanese Zelkova,6,Zelkova serrata,['sun'],0,"Japanese Zelkova is a medium size tree that may be a viable substitute for American Elm (Ulmus americana) if a vase shape is desired. The short stalky trunk has flaky exfoliating orange-brown bark that is ornamental. Information on the species' use in Texas is limited, but it appears to have potential.",set(),{'spring'},TRUE,"[50, 60]","[40, 50]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/zelkovaserrata5.jpg,['tree'],"['medium', 'large']",0.09075342
2863,Quihoui Privet,6,Ligustrum quihoui,"['sun', 'partial sun', 'shade']",0,"Ligustrum quihoui is a medium to large size semi-evergreen shrub that has escaped cultivation in Central Texas. In appearance the Quihoui Privet is very very similar to Chinese Privet (Ligustrum sinense), but Quihoui Privet blooms a few weeks later and has a more raceme-like flower structure. Quihoui Privet is extremely aggressive  and its use should be curtailed to reduce its spread.",{'white'},"{'spring', 'summer'}",FALSE,"[8, 12]","[6, 10]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/ligustru.jpg,['shrub'],"['medium', 'large']",0.10787671
2864,Jacaranda,6,Jacaranda mimosifolia,"['sun', 'partial sun']",0,Jacaranda is a tropical/subtropical tree with an uright oval to rounded crown atop a crooked trunk or multiple trunks. The fine-textured bipinnately compound leaves and huge terminal panicles of trumpet to bell-shaped blue-purple spring to early summer flowers.,"{'blue', 'white'}","{'spring', 'summer'}",TRUE,"[25, 50]","[25, 50]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/jacarandaacutifolia2.jpg,"['tree', 'tropical']","['small', 'medium']",0.10787671
2865,"Golden Dewdrop, Brazilian Sky Flower",6,Duranta erecta (Duranta repens),"['sun', 'partial sun']",0,"Golden Dewdrop is an evergreen tropical shrubs (USDA zones 10-11), dieback shrub (z. 9), herbaceous perennial (z. 8b) or summer annual (z. 8a and cooler) depending upon the local environmental conditions. In the tropics this plant can grow to form a large shrub or small tree, while it serves as a 4 ft to 8 ft tall annual in cooler climates. Plants tend to develop wild branches, ala Thorny Elaeagnus, and may require periodic pruning to maintain a uniform shape. The primary assets of this heat tolerant plant are the arching to drooping clusters of small violet, blue, or white flowers which are followed by small teardrop-shaped golden yellow to orange-yellow fruit. Use with caution around small children as the fruit are considered to be poisonous.","{'blue', 'violet', 'white'}","{'fall', 'spring', 'summer'}",TRUE,"[4, 20]","[4, 12]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/durantareptans.jpg,"['perennial', 'shrub', 'tree', 'annual', 'tropical']","['small', 'medium', 'large']",0.13013699
2866,Common Morning Glory,6,Ipomoea purpurea,['sun'],0,"Common Morning Glory is one of the most widely recognized annual flowering vines in garden use. The medium to dark green cordate leaves contrast with the purple, blue, white, pink, or red trumpet-shaped flowers. An old-fashion favorite of gardeners, it is hated by farmers as a common weed species. Native to the tropics, it has naturalized over much of North America. Flowers effective in morning, but close in the heat of the day.","{'blue', 'red', 'white', 'pink'}","{'fall', 'spring', 'summer'}",TRUE,"[20, 25]","[20, 25]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/ipomoeapurpurea.jpg,"['vine', 'annual', 'tropical']",['medium'],0.11986301
2867,Bottlebrush Buckeye,6,Aesculus parviflora,"['sun', 'partial sun', 'shade']",0,Bottlebrush Buckeye derives its common name from its handsome long narrow white flower panicles. Plants form an attractive spreading shrub.,{'white'},"{'spring', 'summer'}",TRUE,"[6, 15]","[6, 20]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/aesculusparviflora.jpg,['shrub'],"['medium', 'large']",0.10787671
2868,Sea Oats,6,Uniola paniculata,"['sun', 'partial sun']",0,"Sea Oats is a warm season semi-evergreen herbaceous perennial grass native to coasts of the Eastern US from Virginia to Texas. It plays a critical role in dune stabilization and also serves as an excellent ornamental for coastal landscapes. This erect grass bears showy one-sided panicles of seeds resembling oats, hence the common name of Sea Oats. Plants are very picturesque gently waving in a coastal breeze.",{'green'},"{'spring', 'summer'}",TRUE,"[3, 8]","[1, 3]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/uniloapaniculata.jpg,"['perennial', 'grass']","['small', 'medium']",0.10787671
2870,London Planetree,6,Platanus x acerifolia,['sun'],0,"London Planetree is a large shade tree similar in useage and form to one of the parental species, the Sycamore (Platanus occidentalis). London Planetree is slightly smaller of stature, somewhat less cold hardy, but is resistant to anthracnose. It has light green under-bark compared to the white of sycamore and is not quite as attractive in that respect. Used for polarding.",{'green'},{'spring'},TRUE,"[50, 70]","[50, 60]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/platanusxacerifolia4.jpg,['tree'],"['small', 'medium', 'large']",0.09589041
2871,Austrian Pine,6,Pinus nigra,['sun'],0,"Austrian Pine is a medium to large stature coniferous tree introduced from Europe that has become a popular ornamental in the northeast and midwestern USA. The canopy of dark green needles is dense and stiffly pyramidal in youth becoming more flat-topped with age. In Texas, this plant should be reserved for use in the northern portions of the state, the Panhandle, and adjacent regions of Oklahoma and Arkansas.",set(),{'spring'},TRUE,"[40, 60]","[20, 30]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/pinusnigra.jpg,['tree'],"['medium', 'large']",0.09075342
2872,Flame-Of-The-Woods,6,Ixora coccinea,"['sun', 'partial sun']",0,"Flame-Of-The-Woods is a small to medium size evergreen shrub with 2 inch to 5 inch diameter terminal corybose cymes of perfect four-petaled flowers that bloom throughout the year in tropical regions. Plants are sometimes used as seasonal accents in summer. In tropical climates they are used as hedges, massing, and as facers for larger shrubs and trees.","{'red', 'pink', 'yellow', 'orange', 'white'}","{'fall', 'spring', 'summer'}",TRUE,"[1, 6]","[1, 5]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/ixoracoccinea3.jpg,"['shrub', 'tree', 'annual', 'tropical']","['small', 'medium', 'large']",0.13013699
2873,Fremont Cottonwood,6,Populus fremontii,['sun'],0,"Fremont Cottonwood is a large deciduous shade tree found along West Texas water courses. The tree is similar in appearance to Eastern Cottonwood (Populus deltoides) and is sometimes classified as a western subspecies of that taxon. In general, the leaves are less deltoid and the bark much lighter in color than on Eastern Cottonwood. It suffers from the same landscape limitations as Eastern Cottonwood, but is very attractive in its native setting.","{'red', 'yellow', 'green'}",{'spring'},TRUE,"[50, 70]","[40, 60]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/populusfremontii.jpg,['tree'],['large'],0.08561644
2874,Eastern White Pine,6,Pinus strobus,['sun'],0,"A stately large pine of the northeastern USA that is sometimes planted in northeast Texas. Very open and informal with long internodes in youth, maturing to a more classic tall flat-topped form. Very soft textured and a rapid grower. An important timber and ornamental in the Upper South, Midwest, and Northeastern USA.",set(),{'spring'},TRUE,"[60, 150]","[25, 35]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/pinusstrobus2.jpg,['tree'],['large'],0.08561644
2875,Canadian Hemlock,6,Tsuga canadensis,"['sun', 'partial sun']",0,"Canadian Hemlock is a medium to large size conical to pyramidal evergreen tree in its native environment. This species is only suitable for use in the cooler extreme northeastern portions of our region, but is sometimes sold as a live or cut Christmas tree in other areas. Where adapted to the landscape, the fine textured dense foliage and pleasing form make it a desirable landscape plant. The main attraction is the dark green leaves with silver lines on the back. This is an important timber tree tree in its native range and a high value landscape tree in cooler climates. Dwarf forms are often used for hedges.",set(),{'spring'},TRUE,"[25, 165]","[10, 15]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/tsugacanadensis6.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.09589041
2876,Poinsettia,6,Euphorbia pulcherrima,"['sun', 'partial sun']",0,Poinsettia is a tropical shrub that is most commonly encourtered as a classic Christmas accent. The classic showy bracts are a sign,"{'red', 'white', 'pink', 'yellow'}","{'fall', 'winter'}",TRUE,"[1, 30]","[1, 10]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/euphorbiapulcherrima5.jpg,"['perennial', 'shrub', 'annual', 'tropical']","['small', 'medium', 'large']",0.1130137
2877,Weeping Fig,6,Ficus benjamina,"['sun', 'partial sun', 'shade']",0,Weeping Fig is one of our most popular interiorscape trees and is widely used in tropical  landscapes. The pendent bright green leaves and arching branches are the key attraction and the tree can grow with relatively low light levels. Can be used as a patio plant or planted as a summer annual to achieve a tropical effect.,set(),"{'fall', 'spring', 'summer', 'winter'}",FALSE,"[30, 50]","[30, 50]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/ficusbenjamina.jpg,"['tree', 'interiorscape', 'annual', 'tropical']","['medium', 'large']",0.14212329
2878,Inland Sea Oats,6,Chasmanthium latifolium,"['sun', 'partial sun', 'shade']",0,"Inland Sea Oats derives its name from the resemblance of the fruit structure to the classic coastal grass, Sea Oats (Uniola paniculata). These handsome nodding panicles of flattened seed pods along with the dense clump of foliage are the primary ornamental assets. Plants grow equally well in sun or shade and make a useful groundcover for naturalizing.","{'green', 'brown'}",{'spring'},TRUE,"[1, 3]","[1, 3]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/chasmanthiumlatifolium1.jpg,"['perennial', 'groundcover', 'grass']","['small', 'medium']",0.09075342
2879,Butterfly Ginger,6,Hedychium coronarium,"['sun', 'partial sun']",0,Butterfly Ginger is one of the more cold tolerant herbaceous perennial gingers available in the nursery trade. This species resembles a small Canna spp. with terminal clusters of fragrant white orchid-like flowers. Plants are short slowly spreading moderately coarse textured evergreen shrubs in subtropical to tropical climates or they serve as herbaceous perennials through zone 7.,{'white'},"{'fall', 'summer'}",TRUE,"[4, 6]","[0, 20]",1,1,1,1,1,None,"['perennial', 'shrub', 'tropical']","['small', 'medium']",0.10787671
2880,Sugarcane,6,Saccharum officinarum,"['sun', 'partial sun']",0,"Sugarcane is a coarse textured slowly spreading clump forming grass with pithy segmented culms up to 2 inch in diameter that become nearly woody by season's end. Two to 4 ft long strap-like dark green leaves arch alternately from the culms. Culms are sometimes varieaged purple or yellow along with the usual green on ornamental selections. The strong coarse texuture and historical significance of this species add interest to summer gardens. This species makes an effective summer annual ornamental grass in USDA zones 8 and colder, becoming a marginal perennial in 8b, a herbaceous perennial in 9 and an evergren in the warmest portions of 9b to 11. This species is a major source of commercial sugar. It can form nearly impenetrable thickets in the tropics.",set(),"{'spring', 'summer'}",FALSE,"[6, 20]","[4, 6]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/saccharumofficinarum.jpg,"['perennial', 'grass', 'annual', 'tropical']","['small', 'medium']",0.10787671
2881,Muhly Grasses,6,Muhlenbergia spp.,"['sun', 'partial sun']",0,"Muhly Grasses are a group of ornamental grasses which can serve as good native substitutes for exotic grasses, such as Miscanthus spp. Four species, M. lindheimeri (Lindheimer Muhly), M. capillaris (Gulf Muhly), M. dumosa (Bamboo Muhly), and M. rigens (Deergrass), are the principal species in the trade. They offer excellent drought and heat tolerances, interesting textures, and in some cases attractive flowers. Muhlenbergia capillaris has fine textured foliage and purple flowers. Muhlenbergia dumosa offers a growth form reminiscent of a small bamboo, while M. rigens and M. lindheimeri offer more rigid foliage and flower panicles. Most species require good drainage and perform better in regions with moderate to low rainfall. Cold tolerance varies from USDA zones 6 to 8 and most species can survive the heat of zones 9 or 10. Most are herbaceous perennials that die to the ground in winter, but some species may remain evergreen or semi-evergreen in warmer climates.",{'white'},"{'fall', 'summer'}",TRUE,"[2, 6]","[3, 6]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/muhlenbergialindheimeri.jpg,"['perennial', 'grass']",['small'],0.10273973
2882,Fairy Duster,6,Calliandra eriophylla,"['sun', 'partial sun']",0,Fairy Duster is so named due to the resembance of the flower structure to a fine textured pink to nearly red feather duster or miniature powder puff. This semi-evergreen ronded densely branched small shrub is popular in arid landscapes due to its excellent heat and drought tolerances. The small gray-green bipinnately compound leaves give shrubs a soft airy appearance. This species is rarely used as a summer annual or high light conservatory plant in cooler regions.,"{'red', 'pink'}","{'fall', 'spring', 'summer'}",FALSE,"[2, 4]","[2, 6]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/calliandraeriophylla2.jpg,"['shrub', 'annual', 'tropical']",['small'],0.11986301
2883,Eastern Redbud,6,Cercis canadensis var. canadensis,['sun'],0,"Eastern Redbud is a popular small deciduous ornamental tree. The leaves are cordate (heart-shaped) to reniform (kidney-shaped). The primary feature is the early spring pink-purple to dark rose-purple, or occasionally white flowers. Native to eastern portions of Texas, but use of the varieties C. canadensis var. texensis (Texas Redbud) or C. canadensis var. mexicana (Mexican Redbud) is recommended for central and western portions of the state.","{'white', 'pink'}",{'spring'},TRUE,"[15, 30]","[15, 20]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/cerciscanadensisvarcanadensis.jpg,['tree'],['small'],0.08561644
2884,Pin Oak,6,Quercus palustris,['sun'],0,Pin Oak is a large deciduous red oak that is one of the most widely planted oaks in the US nursery trade. Suitable for use only in Northeast Texas where soils are acidic and plants receive sufficient chilling. Frequently planted on neutral and alkaline soils resulting in classic examples of Fe chlorosis.,{'green'},{'spring'},TRUE,"[60, 80]","[35, 50]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/quercuspalustris4.jpg,['tree'],"['medium', 'large']",0.09075342
2885,Kentucky Coffee Tree,6,Gymnocladus dioicus,['sun'],0,This is a large coarse textured tree native to the Eastern US. This tough tree has large 1 ft to 2 ft long bipinnately compound dark green leaves and interesting platy bark on old trees.,{'green'},{'spring'},TRUE,"[40, 90]","[40, 60]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/gymnocladusdioicus3.jpg,['tree'],"['medium', 'large']",0.09075342
2886,Northern Bayberry,6,Myrica pensylvanica,"['sun', 'partial sun']",0,"Myrica pensylvanica can be considered the northern counterpart to Myrica cerifera. Northern Bayberry  is somewhat smaller in habit, more cold hardy, and either deciduous or semievergreen compared to Southern Waxmyrtle. Northern Bayberry offers folks in North Texas an alternative to Southern Waxmyrtle which is marginally hardy there. Northern Bayberry forms an irregular rounded suckering mound.",set(),{'spring'},TRUE,"[4, 8]","[4, 8]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/myricapennsylvanica3.jpg,['shrub'],"['small', 'medium', 'large']",0.09589041
2887,Caricature Plant,6,Graptophyllum pictum,"['sun', 'partial sun', 'shade']",0,Caricature Plant is a medium-sized upright evergreen tropical shrub or herbaceous subtropical plant used as a summer annual or interiorscape plant. It is valued for the handsome coarse-textured variegated foliage and ability to retain its foliage color and density nearly equally well in full sun to moderate shade.,{'red'},"{'spring', 'summer'}",FALSE,"[2, 8]","[2, 5]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/graptophyllumpictumwaimea2.jpg,"['perennial', 'shrub', 'interiorscape', 'annual', 'tropical']","['small', 'medium']",0.10787671
2888,Tea Olive or False Holly,6,Osmanthus spp.,"['sun', 'partial sun']",0,"Osmanthus are medium shrubs to small trees with handsome evergreen foliage. On some species it resembles that of English Holly, hence the common name of False Holly. Another asset is the production of highly fragrant flowers, depending upon the species, from autumn to early spring when few other shrubs can provide fragrance in the landscape. These species perform best in the piney woods and southeastern US. Old specimens can be limbed up into handsome small trees, while younger plants make nice background screens.",{'white'},"{'fall', 'spring', 'winter'}",FALSE,"[8, 30]","[8, 15]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/osmanthusxfortunei.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.13013699
2889,Northern Red Oak,6,Quercus rubra,['sun'],0,"Northern Red Oak is the cooler climate counterpart to the Southern Red Oak and is an important component of planted and native landscapes in the Midwest and Northeastern US. In addition to being an important shade tree, this species is planted for timber and wildlife habitat.","{'yellow', 'green'}",{'spring'},TRUE,"[60, 120]","[50, 70]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/quercusrubra6.jpg,['tree'],"['medium', 'large']",0.09075342
2890,White Ash,6,Fraxinus americana,['sun'],0,"White Ash is widely distributed medium to large size deciduous tree in Eastern North America. Commonly planted as an ornamental shade tree, it forms a upright rounded crown and maintains a better form in old age than the more frequently planted Fraxinus pennsylvanica (Green Ash). In addition to the attractive pinnately divided summer foliage, yellow or purple fall colors can be handsome with some clones. Important timber tree.",{'green'},{'spring'},TRUE,"[50, 100]","[40, 50]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/fraxame1.jpg,['tree'],"['medium', 'large']",0.09075342
2891,Northern Catalpa,6,Catalpa speciosa,['sun'],0,"Northern Catalpa is a taller more upright tree than Southern Catalpa (Catalpa speciosa). Northern Catalpa tends to bloom a couple of weeks ahead of Southern Catalpa, is more cold hardy, and  is a better timber tree. The wood is durable once cured and is valued for fence posts, but tends to warp badly as a milled lumber.","{'white', 'yellow'}","{'spring', 'summer'}",TRUE,"[50, 60]","[30, 40]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/catalpaspeciosa1.jpg,['tree'],"['medium', 'large']",0.10787671
2892,Honey Myrtles,6,Melaleuca spp.,"['sun', 'partial sun']",0,"Honey Myrtles are Australian and New Zealand natives that have been grown in warm temperate and subtropical regions of the world. Most are woody shrubs to medium trees with showy bark, pretty white flowers, and a very wide range of site tolerances. Some species have become invasive under faborable environments and are band in several states, particularly Melaleuca quinquenervia, the Paperbark tre or Cajeput Tree. Several have potential for Texas landscapes, but should be approached cautiously to avoid introducing a noxious weed.",{'white'},"{'spring', 'summer'}",TRUE,"[10, 35]","[10, 25]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/melalucaangustissima2.jpg,"['shrub', 'tree', 'tropical']","['small', 'medium', 'large']",0.1130137
2893,Variegated Tapioca,6,Manihot esculenta,"['sun', 'partial sun']",0,"Variegated Tapioca is an 8 ft to 10 ft (15 ft) tall tropical shrub to small tree with upright sparsely branched stems. The palmate leaves are prominently variegated white, creamy white to yellow-green. New growth is pink to red. Plants make excellent summer foliage accents, both for the variegated colors and as a textural component.","{'white', 'green'}","{'spring', 'summer'}",TRUE,"[8, 15]","[6, 12]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/manihotesculentavariegata2.jpg,"['shrub', 'tree', 'annual', 'tropical']","['small', 'medium', 'large']",0.1130137
2895,Firebush,6,Hamelia patens,['sun'],0,"Firebush is grows to be a shrub in the tropics, but is most frequently used in our region as a summer annual. Shrubs have green foliage flushed red and bear large clusters of red, red-orange, to yellow narrowly tubular flowers. Flowers are highly attractive to hummingbirds and butterflies. Shrubs serve a multitude of uses in tropical regions, and provide a profusion of showy flowers as summer annuals.",set(),"{'spring', 'summer'}",TRUE,"[3, 10]","[3, 8]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/hameliapatens3.jpg,"['perennial', 'shrub', 'annual', 'tropical']","['small', 'medium', 'large']",0.1130137
2896,English Holly,6,Ilex aquifolium,"['sun', 'partial sun']",0,Ilex aquifolium is the classic Christmas holly grown for florist's arrangements and seasonal decoration. It has perhaps the most attractive dark glossy green foliage and bright red berries of any Ilex spp. English Holly is also available in yellow and white variegated leaf forms and with yellow berries on some female clones. English Holly is generally poorly adapted to Texas landscapes.,{'green'},{'spring'},TRUE,"[8, 50]","[4, 8]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/ilexaquifolium2.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.09589041
2897,Queen Palm,6,"Syagrus romanzoffiana (Cocos plumosa, Arecastrum romanzoffianum)","['sun', 'partial sun']",0,"Aside from the genera Butia and Phoenix, this is one of the most cold tolerant of the feather palms. It has large plume-like fronds and is an impressive palm for lining subtropical thoroughfares.",{'white'},{'summer'},TRUE,"[25, 40]","[10, 15]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/syagrusromanzoffiana1.jpg,"['tree', 'tropical']","['medium', 'large']",0.09075342
2898,Mexican Feathergrass,6,Stipa tenuissima (Nassella tenuissima),"['sun', 'partial sun']",0,"Mexican Feathergrass is a small clump-forming extremely fine textured grass with a tuft of soft wiry windswept leaves. Leaves are a bright to soft green in summer, turning tan in winter, and waving softly in the slightest breeze. This species serves as an outstanding fine textured accent for arid climates.",set(),"{'fall', 'summer'}",TRUE,"[1.0, 2.5]","[1.0, 2.5]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/stipatennuisima3.jpg,"['perennial', 'groundcover', 'grass']",['small'],0.10273973
2899,White Sage,6,Artemisia ludoviciana,"['sun', 'partial sun']",0,"White Sage is an upright suckering herbaceous perennial with siver-gray foliage. White Sage spreads via aggressive underground rhizomes, so it needs to have a restrained root zone or to be placed where its spreading tendencies can be accommodated. Good for naturalized or low maintenance landscapes; adds a nice vertical form to landscapes. White Sage is a Texas native.",{'yellow'},{'spring'},FALSE,"[2, 4]","[0, 20]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/artemisialudoviciana.jpg,"['perennial', 'groundcover']","['small', 'medium']",0.09075342
2900,Papaya,6,Carica papaya,['sun'],0,"Papaya is a tropical fruit tree useful as a summer annual in cooler regions. Trees have a stout, usually unbranched, pithy trunk covered in large prominent leaf scars looking like large inverted triangles. Upper portions of the trunk are crowned with a spiral of large lobed coarse-textured leaves resembling giant versions of a juvenile mulberry leaf. Below and intermixed with the lower leaves are large edible fruit, papayas, on female trees.","{'red', 'pink', 'yellow', 'green'}","{'fall', 'spring', 'summer'}",TRUE,"[6, 20]","[4, 8]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/caricapapaya.jpg,"['shrub', 'tree', 'annual', 'tropical']","['small', 'large']",0.125
2901,Date Palm,6,Phoenix dactylifera,"['sun', 'partial sun']",0,"Date Palm is grown either as a multiple stem feather palm or trained to a single stem. The later is more common when used in formal settings or as a street tree. This species has a similar leaf as Canary Island Date Palm, but features a more slender trunk. In favorable arid climates, this species can become a large tree, although it is often somewhat smaller than this in our region. Cold tolerance is high for a feather palm, surviving in warmer portions of USDA zone 8. This species is the source of commercial dates. The bases of the leaf stalks become quite spiny resulting in some maintenance concerns.",{'yellow'},"{'spring', 'summer'}",TRUE,"[20, 70]","[10, 15]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/phoenixdactylifera1.jpg,"['tree', 'tropical']","['small', 'medium', 'large']",0.1130137
2902,Groundsel Tree or Eastern Baccharis,6,Baccharis halimifolia,['sun'],0,"Groundsel Tree is a deciduous to semi-evergreen medium shrub to small tree originally native to the coastal SE USA, but now more widespread in distribution. Shrubs are multiple stem with strongly upright branches forming a irregular upright oval to rounded crown of foliage. Plants are rather nondescript, tending to invade disturbed sites where it may become weedy. Clusters of small whitish fall flowers and showy white pappi on the female plants ar the primary asset. Off-season color in screens and hedges, naturalized plantings, and erosion control are the main uses.",{'green'},{'fall'},TRUE,"[5, 12]","[7, 12]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/baccharishalimifolia8.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.09589041
2903,Hedge Bamboo,6,Bambusa multiplex,"['sun', 'partial sun']",0,"Hedge Bamboo is perhap the most common of the clump-forming bamboos. Although spreading slowly via rhizomes, they do not spread aggressively like Phyllostachys spp. This species is useful to provide an Asian bamboo that does not possess as aggressive of tendencies as the ""running types"". Hedge Bamboo can make an effective evergreen screen.",set(),"{'spring', 'summer'}",FALSE,"[10, 20]","[8, 13]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/bambusamultiplex.jpg,"['shrub', 'tropical']","['medium', 'large']",0.10787671
